,pelicula_id,overview,clstr_b,clstr_a
30853,129332,"A teenage boy takes a job as a counselor at a summer camp. He finds that the camp is run like a military training camp, and he resolves to turn it into Party Central.",4.0,3.0
30856,31086,Gorp is a delighfully silly send up of summer camp movies. It is set in a Catskills style resort for wealty Jewish kids. The main source of plot movement is from the following elements: camp waiters vs. camp management; camp guests vs. waiters; waiters vs. waiters. There are many memorable moments from young actors who later became major stars.,4.0,3.0
30857,93937,Two college student decide to go spend some quality time at a beauty pageant with the help of their Porsche.,4.0,3.0
30859,89931,A Canadian sex comedy about saving a summer camp from becoming a shopping mall.,4.0,3.0
30861,30296,"After inheriting a failing bikini shop, two recent grads decide to make a go of it. One, in the hopes of building it into a successful business, the other, in the hopes of getting to look at lots of women in (and out) of swimsuits. As they try more and more outrageous ways of drumming up business, their antics begin attracting some unwanted attention. Written by Jean-Marc Rocher",4.0,3.0
30865,93215,A group of teenage summer campers and one counselor share the stories of their first sexual experiences when an avalanche traps them in a cave...,4.0,3.0
30873,84777,Can a squad of misfit cheerleaders with an over-age trainer possibly win the big cheerleading competition.,4.0,3.0
30881,58242,"The third installment of the Sarah trilogy provides a glorious and touching story of a family drawn together by adversity. On a cold winter day a stranger shows up at the farm. He is slow to reveal his identity. When they find out he is Jacobs father, John Witting, thought long ago dead, hard questions about the past are difficult to get answered.",4.0,3.0
30882,58242,"The third installment of the Sarah trilogy provides a glorious and touching story of a family drawn together by adversity. On a cold winter day a stranger shows up at the farm. He is slow to reveal his identity. When they find out he is Jacobs father, John Witting, thought long ago dead, hard questions about the past are difficult to get answered.",4.0,3.0
30885,116521,"This is the story of young Tony Cannelloni as he attempts to break away from his overbearing mom and strike out on his own. He sets himself up with a new apartment, look, and lifestyle to improve his ""sex appeal"". Through a series of encounters with a variety of women he gets ever closer to achieving his goal. However, a never-ending series of calamities always seem to interrupt his progress.",4.0,3.0
30886,77850,"The only thing keeping Billy Batson from the girl of his dreams is one little condom -- or rather the lack of one. Lucky Billy finds one at an all-night roadhouse -- but speeding back to his girl, he is killed in a head-on collision with a truck. Now invisible, Billy must find his sweetheart and rekindle her fire -- but when he comes back to school as a ghost, his first stop is the girl's locker room, and he's beginning to ""see"" all the possibilities!",4.0,3.0
30904,10370,"Premutos is the first of the fallen Angels, even before Lucifer. His Goal is to rule the world, the living and the dead. His son should pave the way for him and appears arbitrary throughout human history and is then recognized as some kind of monster. In the present time, a young man living in Germany begins to suffer from visionary flashbacks - of the lives he lived in the past as Premutos' son! He remembers how he appeared in the middle age, when mankind suffered from pestilence and during WWII in Russia. On his (earthly) father's birthday, a case containing some strange old book and a yellow potion is found in their garden, which was hidden by some peasant in 1943, who experimented with witchery in order to re-animate his deceased wife. Whe the young man gets in touch with the book and some of the yellow potion, he mutates into a monster and awakens an army of zombies, ready to bring back the fallen Angel Premutos and to disturb the little birthday party",4.0,3.0
30951,86269,"In New York City sometime in the near future, Z, the evil chairman of the Inteltrax Corporation, has taken a small army of cyborgs designed to perform hazardous tasks and altered them to kill humans for pleasure. The inventor of the cyborgs, Dr. Paul Haynes, is held captive, and his sister Darla seeks the aid of Matt Riker, an expert in high-tech weaponry and martial arts.",4.0,3.0
30953,85184,"A little girl named Cathy tries to keep her mother from making out with a man while driving one day, and she inadvertently causes her mother's death in the car crash. 16 years later, Cathy has changed her name to Helen and has become a psychotic actress. Things are going fine until horrible things starts to happened with the cast of her new play.",4.0,3.0
30959,70247,A genetically re-engineered dog develops a psychic link with a monster created in a lab experiment which goes awry.,4.0,3.0
30997,49823,"A trio of robbers, two brothers and their twisted genius leader, invade a lightship, but don't reckon on the crew fighting back.",4.0,3.0
31054,60591,"Contaminated by a nuclear-plant spill, an Australian worker hides with a woman and tries to warn the public.",4.0,3.0
31084,12447,No overview found.,4.0,3.0
31085,127546,"Both up-roaringly funny and unerringly cautionary, Broomfield's behind-the-scenes document of the making of a musical becomes a ceremonious unmaking-of as egos, budgets and general calamity conspire to ruin the best efforts of all involved in the New York rehearsals for an extravagant, glitzy production.",4.0,3.0
31132,40978,"In order to escape from her former lover Marc, Sylvia goes to Brazil where Dr. Santamo transforms her into the beautiful Emmanuelle...",4.0,3.0
31133,146047,"Emmanuelle, the sexiest woman in the world, endures a streak of bad luck that begins when she's stripped by a mob of adoring fans at an international film festival. Emmanuelle's lousy luck continues when she's abducted from her yacht off the South of France and forced to submit to the erotic desires of an Arab sheik.",4.0,3.0
